iter	Logloss
0	0.6370769457
1	0.5903336028
2	0.5516447421
3	0.5199731698
4	0.4931853162
5	0.4718600182
6	0.4535761174
7	0.438475997
8	0.4271029101
9	0.4172603748
10	0.4084802065
11	0.4013241356
12	0.3951583857
13	0.3895547931
14	0.3849104783
15	0.3808845791
16	0.377601715
17	0.3748465929
18	0.3723309366
19	0.3698255816
20	0.3677675974
21	0.3661054255
22	0.3644887146
23	0.3633131911
24	0.3620966765
25	0.3608733692
26	0.3598001048
27	0.3589042403
28	0.3579564999
29	0.3571638316
30	0.3561799279
31	0.3553810241
32	0.3545758575
33	0.3539812765
34	0.3534757086
35	0.35286026
36	0.3524343717
37	0.3517188094
38	0.3511694596
39	0.3505868408
40	0.3501751239
41	0.3497480819
42	0.3493360159
43	0.3488846162
44	0.3483730583
45	0.3479653648
46	0.3476834824
47	0.3473090879
48	0.3468519875
49	0.3465735081
50	0.3461990153
51	0.3458535716
52	0.3454278916
53	0.3451768577
54	0.3448584152
55	0.3445254536
56	0.3439855456
57	0.3436554272
58	0.3432991494
59	0.3428255807
60	0.3424950557
61	0.3421695902
62	0.3419229983
63	0.3417299684
64	0.3412534705
65	0.3408798404
66	0.3406095546
67	0.3402501742
68	0.3399573698
69	0.3396314767
70	0.3392754173
71	0.3390321369
72	0.3386566998
73	0.3383354305
74	0.338018301
75	0.3378079044
76	0.3375776924
77	0.3374255977
78	0.3371711517
79	0.3369113686
80	0.3367285059
81	0.336371222
82	0.336139148
83	0.3359236482
84	0.3356935247
85	0.3354000059
86	0.3352235009
87	0.334837415
88	0.334680486
89	0.334497275
90	0.3341950324
91	0.3340067779
92	0.3336308151
93	0.3334256078
94	0.3330941066
95	0.3329920828
96	0.3327189156
97	0.3324457091
98	0.3322315305
99	0.3319855089
100	0.3317803792
101	0.3315920454
102	0.3314005145
103	0.3312546163
104	0.3309887659
105	0.3306771722
106	0.3303844302
107	0.3300726115
108	0.3298426849
109	0.3296073904
110	0.3292954181
111	0.3291661305
112	0.3289153388
113	0.3286928932
114	0.3285157126
115	0.328167993
116	0.3279988456
117	0.3277861447
118	0.3274442562
119	0.3271705769
120	0.3269895555
121	0.3267409433
122	0.326613765
123	0.3264099844
124	0.3260889921
125	0.3258811012
126	0.3257006843
127	0.3255622078
128	0.3253631586
129	0.3250618505
130	0.3248035849
131	0.3246021384
132	0.3242862952
133	0.3241001354
134	0.3239281419
135	0.3236513891
136	0.3234276447
137	0.323312919
138	0.3231152743
139	0.3228977182
140	0.3227676318
141	0.3225879456
142	0.3223226791
143	0.3220381947
144	0.3217727294
145	0.3215095438
146	0.3214186078
147	0.321176059
148	0.3208031738
149	0.3205288238
150	0.3203731331
151	0.3201270759
152	0.3199663624
153	0.3197872492
154	0.3195879508
155	0.3193472282
156	0.319153285
157	0.3189291531
158	0.3187014189
159	0.318485831
160	0.3183525926
161	0.3180872216
162	0.3177964064
163	0.3175313628
164	0.317390397
165	0.3171775356
166	0.3169332924
167	0.3167063156
168	0.3164724418
169	0.3162016125
170	0.3159202103
171	0.3156200788
172	0.3154493458
173	0.3152318745
174	0.3149775475
175	0.314775294
176	0.314582338
177	0.3143246941
178	0.3141135433
179	0.3140435788
180	0.3137733541
181	0.3135609632
182	0.313308781
183	0.3130602188
184	0.3128991202
185	0.3127033531
186	0.3123790726
187	0.3121029774
188	0.3118840097
189	0.3116973107
190	0.3114665456
191	0.3114183741
192	0.3112035142
193	0.3109626493
194	0.3107774307
195	0.3105909052
196	0.3103925414
197	0.3101979044
198	0.3100207824
199	0.3097525942
200	0.3095492254
201	0.3093430175
202	0.3091542414
203	0.3089426611
204	0.308769177
205	0.3085906631
206	0.3084168469
207	0.3083101691
208	0.3080820745
209	0.3079110125
210	0.3077554693
211	0.3075577853
212	0.3073891208
213	0.3071435979
214	0.306825861
215	0.3066480721
216	0.3064377681
217	0.3062345492
218	0.3060477372
219	0.3058058437
220	0.3055824839
221	0.3053775692
222	0.3051764894
223	0.3050169098
224	0.3048996363
225	0.3047767303
226	0.3045815031
227	0.3044159864
228	0.3041697185
229	0.3038748515
230	0.3036880273
231	0.3034822035
232	0.3033134834
233	0.3030999062
234	0.3029421077
235	0.3028321253
236	0.3027568621
237	0.3026189453
238	0.3023717904
239	0.302209341
240	0.3020463279
241	0.3018520832
242	0.3016598278
243	0.3015205534
244	0.3013225714
245	0.3011967694
246	0.3010424809
247	0.3008717451
248	0.3006115713
249	0.3004306504
250	0.3001796114
251	0.300012867
252	0.2998512633
253	0.2997776943
254	0.2995761685
255	0.2993927887
256	0.2993297404
257	0.2991908637
258	0.2990081369
259	0.2988473822
260	0.2986592221
261	0.2985392052
262	0.2983282519
263	0.2981405792
264	0.2980146699
265	0.2978481178
266	0.2976722802
267	0.2975197419
268	0.2973880131
269	0.2971594688
270	0.2969409261
271	0.2967814091
272	0.2965686809
273	0.296332538
274	0.2961669433
275	0.2960010561
276	0.295779563
277	0.2956615354
278	0.2954181535
279	0.2952021639
280	0.2951049683
281	0.2948906226
282	0.2947136377
283	0.2945659004
284	0.2944440075
285	0.2942800896
286	0.2940757832
287	0.2938520448
288	0.2936614015
289	0.2934484567
290	0.2932748533
291	0.2931170763
292	0.2928917375
293	0.2927471368
294	0.2925945205
295	0.2923889441
296	0.2922305944
297	0.292068036
298	0.2918572882
299	0.2916837197
300	0.2915682292
301	0.2913984318
302	0.2912706738
303	0.2911048385
304	0.2909833346
305	0.2908142244
306	0.2907068487
307	0.2904758364
308	0.2903049667
309	0.2901356176
310	0.2899588667
311	0.2898862305
312	0.2897864331
313	0.2896247822
314	0.2895083248
315	0.2892737621
316	0.2890787651
317	0.2889023022
318	0.2887558156
319	0.2886048888
320	0.2883924724
321	0.2881545949
322	0.2880141437
323	0.287849339
324	0.2877197218
325	0.2876245531
326	0.2874700148
327	0.287281996
328	0.2871460841
329	0.2870702648
330	0.2868744327
331	0.2866733246
332	0.2864801717
333	0.2863300776
334	0.2861302211
335	0.2859960706
336	0.2859000043
337	0.285743955
338	0.2856391443
339	0.2854231374
340	0.2852324175
341	0.2851034967
342	0.2849605243
343	0.2848101054
344	0.2846619168
345	0.2844980714
346	0.2843530398
347	0.2842422715
348	0.2840215466
349	0.2838571984
350	0.2837724777
351	0.2836066671
352	0.283493308
353	0.28327114
354	0.2831206829
355	0.2829814003
356	0.2828857948
357	0.282783007
358	0.2826609299
359	0.2824784357
360	0.2823290563
361	0.2821806058
362	0.281991196
363	0.2818778184
364	0.2817344997
365	0.2815995752
366	0.2814498024
367	0.2813203004
368	0.2811826694
369	0.281003648
370	0.2808344286
371	0.2806573347
372	0.2805779321
373	0.2803825543
374	0.2803349958
375	0.2801649466
376	0.2801039404
377	0.279938535
378	0.279770087
379	0.279601067
380	0.2794787096
381	0.2793301233
382	0.2791997231
383	0.2791896477
384	0.2790018599
385	0.2788972623
386	0.2786715959
387	0.2784244654
388	0.2783415294
389	0.2781887178
390	0.278053811
391	0.2779104342
392	0.2777758417
393	0.2776650605
394	0.2775456565
395	0.2774472369
396	0.277301436
397	0.2771803402
398	0.2770123138
399	0.2769212926
400	0.2767141854
401	0.2766250203
402	0.2764166563
403	0.2763211436
404	0.2761528873
405	0.2759981805
406	0.2757898987
407	0.275650978
408	0.2755160539
409	0.2753341448
410	0.275217447
411	0.2750409444
412	0.2749579599
413	0.2748728679
414	0.2747885066
415	0.2747021123
416	0.2745321544
417	0.2744039618
418	0.2742854461
419	0.2741130015
420	0.2738611797
421	0.2737528566
422	0.2736225838
423	0.2735650558
424	0.2733552082
425	0.2731471355
426	0.2730341524
427	0.27290369
428	0.2726817619
429	0.2725483613
430	0.2724039981
431	0.2721904131
432	0.2720624271
433	0.2719158575
434	0.2717325624
435	0.2716034001
436	0.271478768
437	0.2713839451
438	0.271204576
439	0.2710399562
440	0.2709853409
441	0.2708196738
442	0.2707190321
443	0.2706060326
444	0.2705277407
445	0.2703987287
446	0.2702601841
447	0.270106655
448	0.2699507861
449	0.2697925977
450	0.269719985
451	0.2695688847
452	0.2694871264
453	0.2693470744
454	0.2691975277
455	0.269026633
456	0.2688747151
457	0.2687712576
458	0.268651659
459	0.2685050489
460	0.2684075058
461	0.2683056489
462	0.2681968198
463	0.2680697937
464	0.2679513589
465	0.2678631988
466	0.2677404318
467	0.2675041173
468	0.2673338973
469	0.2672368516
470	0.2670800834
471	0.2669636179
472	0.2668117765
473	0.2665910468
474	0.2663970332
475	0.2662992844
476	0.2661534324
477	0.2660447075
478	0.2659249908
479	0.265777791
480	0.2656674728
481	0.265591806
482	0.265478468
483	0.2653622481
484	0.2652080182
485	0.2650075386
486	0.2648633499
487	0.2647197062
488	0.2646079699
489	0.2644885091
490	0.2643164471
491	0.2641400806
492	0.2639852298
493	0.2637947297
494	0.2636233822
495	0.2634868271
496	0.2633609628
497	0.2631775427
498	0.2630990907
499	0.2629395912
500	0.2627873801
501	0.2626928473
502	0.2625921278
503	0.2624695839
504	0.2623740568
505	0.2621797421
506	0.2620638499
507	0.2619304597
508	0.261786186
509	0.2616457919
