iter	Passed	Remaining
403	9624	14197
404	9648	14174
405	9668	14146
406	9691	14120
407	9716	14097
408	9737	14070
409	9759	14044
410	9779	14014
411	9801	13989
412	9826	13965
413	9848	13939
414	9870	13913
415	9895	13891
416	9919	13868
417	9945	13846
418	9969	13823
419	9992	13799
420	10014	13772
421	10038	13749
422	10060	13723
423	10085	13701
424	10109	13677
425	10132	13652
426	10156	13629
427	10179	13603
428	10202	13579
429	10224	13553
430	10245	13525
431	10267	13499
432	10290	13474
433	10315	13453
434	10337	13427
435	10365	13408
436	10388	13384
437	10412	13360
438	10436	13336
439	10457	13309
440	10481	13286
441	10504	13260
442	10527	13236
443	10550	13211
444	10572	13186
445	10592	13157
446	10616	13133
447	10639	13109
448	10661	13083
449	10686	13060
450	10708	13035
451	10733	13013
452	10757	12989
453	10775	12959
454	10798	12934
455	10825	12914
456	10846	12887
457	10867	12860
458	10891	12837
459	10914	12812
460	10938	12789
461	10960	12763
462	10984	12740
463	11006	12714
464	11027	12687
465	11050	12662
466	11077	12643
467	11099	12617
468	11122	12592
469	11143	12565
470	11167	12542
471	11187	12514
472	11211	12491
473	11233	12465
474	11251	12435
475	11272	12409
476	11296	12385
477	11319	12361
478	11341	12336
479	11365	12312
480	11389	12288
481	11411	12263
482	11434	12239
483	11459	12217
484	11481	12191
485	11510	12173
486	11535	12151
487	11559	12128
488	11582	12103
489	11605	12079
490	11628	12054
491	11651	12029
492	11676	12007
493	11697	11981
494	11722	11959
495	11743	11933
496	11769	11911
497	11792	11887
498	11817	11865
499	11838	11838
500	11863	11816
501	11886	11791
502	11907	11765
503	11931	11742
504	11954	11717
505	11977	11693
506	11998	11667
507	12022	11643
508	12050	11624
509	12074	11601
510	12099	11578
511	12123	11554
512	12145	11530
513	12170	11507
514	12194	11483
515	12215	11458
516	12236	11432
517	12261	11409
518	12281	11381
519	12306	11359
520	12325	11331
521	12348	11308
522	12373	11284
523	12396	11260
524	12420	11237
525	12443	11213
526	12464	11186
527	12481	11157
528	12503	11132
529	12524	11106
530	12545	11080
531	12571	11059
532	12592	11032
533	12614	11007
534	12637	10983
535	12660	10959
536	12685	10937
537	12709	10913
538	12732	10890
539	12757	10867
540	12783	10846
541	12806	10821
542	12833	10800
543	12855	10775
544	12879	10752
545	12901	10727
546	12926	10705
547	12947	10679
548	12972	10657
549	12995	10632
550	13018	10608
551	13044	10586
552	13065	10561
553	13089	10537
554	13114	10515
555	13139	10492
556	13161	10467
557	13185	10444
558	13207	10419
559	13229	10394
560	13258	10374
561	13284	10353
562	13314	10334
563	13336	10310
564	13361	10287
565	13387	10265
566	13413	10243
567	13435	10218
568	13457	10193
569	13480	10169
570	13500	10143
571	13522	10117
572	13547	10095
573	13569	10070
574	13595	10048
575	13617	10023
576	13640	9999
577	13662	9975
578	13685	9951
579	13708	9927
580	13732	9903
581	13756	9879
582	13778	9855
583	13800	9830
584	13825	9807
585	13849	9784
586	13874	9762
587	13897	9737
588	13922	9715
589	13944	9690
590	13966	9665
591	13991	9643
592	14020	9622
593	14039	9595
594	14062	9571
595	14086	9548
596	14108	9524
597	14128	9497
598	14151	9473
599	14175	9450
600	14200	9427
601	14224	9404
602	14246	9379
603	14268	9355
604	14295	9333
605	14317	9308
606	14339	9284
607	14361	9259
608	14384	9235
609	14407	9211
610	14429	9186
611	14452	9163
612	14476	9139
613	14500	9115
614	14521	9090
615	14545	9067
616	14565	9041
617	14584	9015
618	14611	8993
619	14633	8968
620	14658	8946
621	14679	8920
622	14704	8898
623	14726	8873
624	14745	8847
625	14770	8824
626	14792	8799
627	14813	8775
628	14836	8751
629	14860	8727
630	14882	8703
631	14906	8679
632	14930	8656
633	14955	8633
634	14977	8609
635	15005	8587
636	15029	8564
637	15052	8540
638	15075	8516
639	15099	8493
640	15122	8469
641	15145	8445
642	15169	8422
643	15193	8398
644	15215	8374
645	15239	8351
646	15265	8328
647	15286	8303
648	15309	8279
649	15328	8253
650	15349	8228
651	15375	8206
652	15398	8182
653	15423	8159
654	15445	8135
655	15465	8109
656	15490	8087
657	15512	8062
658	15537	8039
659	15559	8015
660	15582	7991
661	15610	7970
662	15633	7946
663	15652	7920
664	15672	7894
665	15695	7871
666	15718	7847
667	15739	7822
668	15764	7799
669	15787	7776
670	15813	7753
671	15836	7729
672	15860	7706
673	15886	7683
674	15910	7660
675	15934	7637
676	15957	7613
677	15986	7592
678	16011	7569
679	16034	7545
680	16059	7522
681	16080	7497
682	16102	7473
683	16126	7450
684	16150	7426
685	16173	7402
686	16196	7379
687	16220	7355
688	16244	7332
689	16265	7307
690	16290	7284
691	16309	7259
692	16335	7236
693	16357	7212
694	16378	7187
695	16403	7164
696	16427	7141
697	16453	7119
698	16474	7094
699	16500	7071
700	16520	7046
701	16542	7022
702	16565	6998
703	16588	6974
704	16610	6950
705	16632	6926
706	16656	6902
707	16681	6880
708	16703	6855
709	16727	6832
710	16757	6811
711	16782	6788
712	16800	6762
713	16821	6738
714	16840	6712
715	16864	6689
716	16894	6668
717	16944	6655
718	16982	6637
719	17009	6614
720	17032	6590
721	17057	6567
722	17079	6543
723	17103	6520
724	17128	6497
725	17149	6472
726	17169	6447
727	17190	6422
728	17212	6398
729	17234	6374
730	17255	6349
731	17276	6325
732	17297	6300
733	17317	6275
734	17340	6251
735	17360	6226
736	17382	6202
737	17402	6178
738	17428	6155
739	17454	6132
740	17475	6108
741	17498	6084
742	17521	6060
743	17542	6036
744	17564	6012
745	17586	5987
746	17609	5964
747	17632	5940
748	17653	5915
749	17674	5891
750	17696	5867
751	17715	5842
752	17736	5817
753	17757	5793
754	17778	5769
755	17800	5745
756	17819	5720
757	17843	5696
758	17869	5674
759	17901	5653
760	17923	5628
761	17947	5605
762	17969	5581
763	17992	5557
764	18015	5534
765	18064	5518
766	18092	5496
767	18119	5473
768	18145	5450
769	18169	5427
770	18196	5404
771	18222	5381
772	18248	5359
773	18268	5334
774	18291	5310
775	18316	5287
776	18341	5264
777	18364	5240
778	18389	5217
779	18412	5193
780	18439	5170
781	18462	5146
782	18487	5123
783	18508	5099
784	18533	5075
785	18557	5052
786	18579	5028
787	18606	5005
788	18628	4981
789	18657	4959
790	18683	4936
791	18706	4912
792	18734	4890
793	18757	4866
794	18781	4843
795	18802	4818
796	18828	4795
797	18856	4773
798	18880	4749
799	18901	4725
800	18928	4702
801	18953	4679
802	18976	4655
803	19001	4632
804	19023	4608
805	19045	4584
806	19068	4560
807	19093	4537
808	19116	4513
809	19139	4489
810	19159	4464
811	19180	4440
812	19203	4416
813	19228	4393
814	19251	4369
815	19276	4346
816	19297	4322
817	19314	4297
818	19339	4274
819	19362	4250
820	19387	4226
821	19408	4202
822	19430	4178
823	19454	4155
824	19476	4131
825	19500	4107
826	19523	4084
827	19544	4060
828	19569	4036
829	19591	4012
830	19614	3989
831	19636	3965
832	19662	3941
833	19681	3917
834	19708	3894
835	19732	3870
836	19754	3847
837	19773	3822
838	19798	3799
839	19820	3775
840	19843	3751
841	19865	3727
842	19888	3704
843	19914	3680
844	19937	3657
845	19956	3632
846	19979	3608
847	20005	3585
848	20029	3562
849	20051	3538
850	20074	3514
851	20095	3490
852	20119	3467
853	20142	3443
854	20164	3419
855	20186	3395
856	20208	3371
857	20231	3348
858	20264	3326
859	20286	3302
860	20309	3278
861	20337	3255
862	20358	3231
863	20384	3208
864	20406	3184
865	20431	3161
866	20455	3137
867	20480	3114
868	20505	3091
869	20526	3067
870	20546	3043
871	20572	3019
872	20596	2996
873	20616	2972
874	20638	2948
875	20662	2924
876	20684	2901
877	20708	2877
878	20730	2853
879	20755	2830
880	20773	2806
881	20799	2782
882	20822	2759
883	20845	2735
884	20869	2711
885	20895	2688
886	20918	2664
887	20942	2641
888	20968	2618
889	20986	2593
890	21010	2570
891	21037	2547
892	21058	2523
893	21080	2499
894	21102	2475
895	21124	2451
896	21149	2428
897	21169	2404
898	21192	2380
899	21218	2357
900	21240	2333
901	21266	2310
902	21284	2286
903	21301	2262
904	21327	2238
905	21352	2215
906	21377	2192
907	21402	2168
908	21427	2145
909	21450	2121
910	21491	2099
911	21518	2076
912	21542	2052
913	21564	2029
914	21587	2005
915	21610	1981
916	21633	1958
917	21657	1934
918	21678	1910
919	21703	1887
920	21725	1863
921	21747	1839
922	21772	1816
923	21792	1792
924	21813	1768
925	21837	1745
926	21859	1721
927	21888	1698
928	21909	1674
929	21933	1650
930	21955	1627
931	21979	1603
932	22002	1580
933	22023	1556
934	22049	1532
935	22070	1509
936	22095	1485
937	22113	1461
938	22136	1438
939	22162	1414
940	22186	1391
941	22203	1367
942	22224	1343
943	22248	1319
944	22270	1296
945	22293	1272
946	22317	1249
947	22342	1225
948	22362	1201
949	22388	1178
950	22412	1154
951	22431	1131
952	22459	1107
953	22483	1084
954	22507	1060
955	22533	1037
956	22555	1013
957	22578	989
958	22603	966
959	22626	942
960	22649	919
961	22671	895
962	22691	871
963	22717	848
964	22737	824
965	22762	801
966	22786	777
967	22810	754
968	22834	730
969	22861	707
970	22886	683
971	22910	659
972	22934	636
973	22954	612
974	22978	589
975	23001	565
976	23025	542
977	23047	518
978	23072	494
979	23095	471
980	23119	447
981	23142	424
982	23165	400
983	23190	377
984	23208	353
985	23233	329
986	23254	306
987	23278	282
988	23297	259
989	23323	235
990	23345	212
991	23366	188
992	23384	164
993	23405	141
994	23430	117
995	23453	94
996	23478	70
997	23499	47
998	23522	23
999	23547	0
