iter	Logloss
0	0.6891370995
1	0.6848389966
2	0.6808793107
3	0.677108569
4	0.6737206965
5	0.6705089772
6	0.6675201958
7	0.6648446559
8	0.6618514954
9	0.6596237574
10	0.6574179745
11	0.6552680352
12	0.6531241754
13	0.6512067595
14	0.6496501223
15	0.6478511953
16	0.6461694179
17	0.6446717994
18	0.6429869522
19	0.6415086253
20	0.6398703069
21	0.6385150134
22	0.6370494474
23	0.6356707541
24	0.6344479894
25	0.6330435638
26	0.6318608421
27	0.6306525236
28	0.6296678201
29	0.6284893871
30	0.6273804614
31	0.6264138005
32	0.6254214375
33	0.6244787935
34	0.6234436336
35	0.6226065972
36	0.6215848302
37	0.6208347268
38	0.6200747669
39	0.6188751762
40	0.6180183967
41	0.6171637089
42	0.616399054
43	0.6156680918
44	0.6149385892
45	0.6143369957
46	0.6135088377
47	0.612839648
48	0.6120024611
49	0.6114804872
50	0.6108274592
51	0.60988009
52	0.6092449692
53	0.6086961494
54	0.6080635868
55	0.6072466698
56	0.6065449762
57	0.6060128899
58	0.6053631724
59	0.6047749115
60	0.6041934222
61	0.6035327347
62	0.6029363929
63	0.602389409
64	0.6018814749
65	0.6012610411
66	0.6006466265
67	0.6001540114
68	0.5994092351
69	0.5986881745
70	0.5980963622
71	0.5975139249
72	0.5970031467
73	0.5964513323
74	0.5957336426
75	0.5950461694
76	0.5945983676
77	0.5939428115
78	0.5935115325
79	0.5930116341
80	0.5926317896
81	0.5920075336
82	0.591490706
83	0.5909151608
84	0.5903857982
85	0.5899449185
86	0.589434351
87	0.588969936
88	0.588429498
89	0.5879892353
90	0.5874461037
91	0.5869147397
92	0.5865886169
93	0.58613296
94	0.5856918245
95	0.5852790848
96	0.5849447156
97	0.5845159346
98	0.5841296345
99	0.5835880528
100	0.5832186667
101	0.5828192145
102	0.5823784702
103	0.5818406807
104	0.5814781264
105	0.5810153818
106	0.5805905133
107	0.5800874849
108	0.5796447694
109	0.5792126477
110	0.5788603864
111	0.5783940453
112	0.5778627565
113	0.5774198002
114	0.57692872
115	0.5766256359
116	0.5762920643
117	0.5760315212
118	0.575655198
119	0.5753335896
120	0.5751037748
121	0.5746629252
122	0.574265023
123	0.57402329
124	0.5736408723
125	0.5733951365
126	0.5730127188
127	0.5728006457
128	0.5725503504
129	0.5720752814
130	0.5717907366
131	0.5712761061
132	0.5710220788
133	0.5705819967
134	0.5704394158
135	0.5699991982
136	0.5695264015
137	0.5689775365
138	0.5684953799
139	0.5680032914
140	0.5675783026
141	0.5672895744
142	0.5669234236
143	0.5666637985
144	0.566419703
145	0.5660069633
146	0.5656366292
147	0.5652957743
148	0.5650659745
149	0.564672662
150	0.5644930777
151	0.5643265703
152	0.5640661778
153	0.5638893925
154	0.5636116795
155	0.563417935
156	0.562893433
157	0.5626611202
158	0.5622697488
159	0.5617495204
160	0.5614394088
161	0.5612145599
162	0.5609196018
163	0.5607542079
164	0.5603882679
165	0.560195035
166	0.5599245602
167	0.5594133155
168	0.5591571665
169	0.5589473506
170	0.5585415631
171	0.5580947545
172	0.557869123
173	0.5576358773
174	0.557137589
175	0.5570413112
176	0.5567324336
177	0.5564188007
178	0.5560967861
179	0.5558863382
180	0.5556074665
181	0.5550710765
182	0.5549165775
183	0.5547604533
184	0.5544842301
185	0.554251225
186	0.5539679443
187	0.5535819902
188	0.5533518293
189	0.5530256764
190	0.5527655096
191	0.5524867583
192	0.5521950505
193	0.5519097684
194	0.5515415259
195	0.5513937685
196	0.5511145206
197	0.5508193669
198	0.5503431091
199	0.5499510154
200	0.5496468629
201	0.5492717133
202	0.5491024973
203	0.5488260183
204	0.5485881978
205	0.5483331624
206	0.5479176087
207	0.5475128896
208	0.5472132816
209	0.5469456058
210	0.546598536
211	0.5462250719
212	0.5458795973
213	0.5455973097
214	0.5453604674
215	0.5451648268
216	0.5449229284
217	0.5446783664
218	0.5443402653
219	0.543924832
220	0.5436170981
221	0.5433683828
222	0.5431970149
223	0.5429224469
224	0.5425255529
225	0.542192809
226	0.5418476203
227	0.5415811783
228	0.5412052162
229	0.5409965891
230	0.5407211183
231	0.540340085
232	0.539941942
233	0.5395583505
234	0.5392818263
235	0.5388976178
236	0.53856209
237	0.5382239889
238	0.5379735883
239	0.5375755506
240	0.5371608847
241	0.5367995945
242	0.5365513307
243	0.5361907327
244	0.5359082495
245	0.5355372231
246	0.5351520666
247	0.5347923565
248	0.5344917102
249	0.5340248273
250	0.5336830244
251	0.5334829297
252	0.5332057434
253	0.5329596164
254	0.5326726488
255	0.5322490745
256	0.531982783
257	0.5316260675
258	0.5314202092
259	0.5311547003
260	0.5308567927
261	0.5305983865
262	0.5303306956
263	0.5300753742
264	0.5296196872
265	0.5293460372
266	0.529049484
267	0.5287281014
268	0.5283979006
269	0.5281638723
270	0.5279568855
271	0.5277071018
272	0.52734688
273	0.5270498302
274	0.5269400693
275	0.5267136553
276	0.5263449464
277	0.5259982228
278	0.5256476167
279	0.5252934593
280	0.5249132536
281	0.5245218822
282	0.5242607072
283	0.5238795835
284	0.5235550709
285	0.5233371441
286	0.5229632135
287	0.5226397543
288	0.5222379997
289	0.5219718587
290	0.5216105234
291	0.5213329007
292	0.5210594162
293	0.520729381
294	0.5203572411
295	0.5200972849
296	0.5198141696
297	0.5194551968
298	0.519060861
299	0.51880566
300	0.5184527064
301	0.5181146656
302	0.5176944168
303	0.5173625758
304	0.5169543957
305	0.5167125724
306	0.5164436024
307	0.5161675147
308	0.5158812243
309	0.5155206112
310	0.5152668398
311	0.5149110723
312	0.5146116148
313	0.5143188236
314	0.5140391243
315	0.5138418284
316	0.5137268909
317	0.5135046603
318	0.5132012301
319	0.5128847382
320	0.5125838963
321	0.5123290263
322	0.5118764242
323	0.5115580211
324	0.5112809853
325	0.5111034025
326	0.5107133854
327	0.5103969386
328	0.5101471248
329	0.5099509877
330	0.5097895966
331	0.5094961584
332	0.5092582176
333	0.5090473484
334	0.5088611129
335	0.5086976151
336	0.5084062384
337	0.5080314049
338	0.5077239418
339	0.5074976332
340	0.5072439822
341	0.5069642377
342	0.5065793069
343	0.5063206524
344	0.5062111774
345	0.5058689832
346	0.5056129621
347	0.5053740883
348	0.5051386907
349	0.5048739416
350	0.5046285219
351	0.5042738378
352	0.5040586423
353	0.50395785
354	0.50364588
355	0.5034165768
356	0.5031523093
357	0.5028573136
358	0.502608651
359	0.5023509671
360	0.5020671446
361	0.5017602759
362	0.5015221244
363	0.5013293355
364	0.5010445047
365	0.5007256126
366	0.5006147983
367	0.5003698601
368	0.5000935165
369	0.4997374932
370	0.4994006035
371	0.4991012964
372	0.4989084548
373	0.4986023762
374	0.4983346777
375	0.4980539175
376	0.4978027419
377	0.497465777
378	0.4973254608
379	0.4971265624
380	0.4968139001
381	0.4965552456
382	0.4963682276
383	0.496164747
384	0.4958872974
385	0.4956518169
386	0.495470901
387	0.4953085243
388	0.4949472115
389	0.4946584758
390	0.494433213
391	0.494104028
392	0.4939903319
393	0.4937824347
394	0.4935203718
395	0.493391131
396	0.4932553669
397	0.4929693098
398	0.4927439342
399	0.4924983489
400	0.4922286792
401	0.4919350904
402	0.4915996077
403	0.4913996634
404	0.4911306182
405	0.4908851308
406	0.4906097277
407	0.490427668
408	0.4901328679
409	0.489936317
410	0.4896169734
411	0.4894169087
412	0.4891252236
413	0.4889516736
414	0.4887317755
415	0.4885959136
416	0.4884482841
417	0.488141754
418	0.4879182368
419	0.4876378904
420	0.4874075489
421	0.4871302723
422	0.486892166
423	0.4865504082
424	0.4862959747
425	0.4860950071
426	0.4858442152
427	0.485562507
428	0.485318261
429	0.4850794926
430	0.484774392
431	0.484492428
432	0.4841942119
433	0.4840081495
434	0.4837446796
435	0.4834181806
436	0.4831832344
437	0.4828399493
438	0.4827409327
439	0.4824177443
440	0.4821424465
441	0.4817974534
442	0.4815060467
443	0.4814643333
444	0.4811816846
445	0.4809659397
446	0.4807003555
447	0.4804008153
448	0.4801176098
449	0.4799721622
450	0.479765371
451	0.4795117425
452	0.4792779099
453	0.4791036075
454	0.4789797014
455	0.4787763261
456	0.4786593571
457	0.4783731344
458	0.4781720615
459	0.4779575581
460	0.4776514343
461	0.4773544673
462	0.4770960761
463	0.4768946194
464	0.4766969098
465	0.476454763
466	0.4762126915
467	0.4759555042
468	0.475731513
469	0.4754904798
470	0.4753575372
471	0.4751193857
472	0.4749797543
473	0.4748117421
474	0.4745776912
475	0.4743282612
476	0.4739742467
477	0.4738288669
478	0.4736176891
479	0.4733426547
480	0.4730674999
481	0.4729009549
482	0.4726408106
483	0.4724237867
484	0.4722062662
485	0.4719859768
486	0.4718011333
487	0.4715411922
488	0.471220261
489	0.4709342716
490	0.470737367
491	0.4705105242
492	0.4703455893
493	0.470156126
494	0.4699149348
495	0.4696717347
496	0.4695429454
