iter	Logloss
0	0.639133959
1	0.5944357637
2	0.558331214
3	0.5271335818
4	0.501584555
5	0.480785007
6	0.4625532025
7	0.4478291703
8	0.435105228
9	0.4242104017
10	0.4157524758
11	0.4087207583
12	0.4024142853
13	0.3969496386
14	0.3920922395
15	0.3876228698
16	0.384221099
17	0.3811572814
18	0.3783558093
19	0.3759275106
20	0.3739465161
21	0.3720691971
22	0.3704837294
23	0.3690001355
24	0.3675055
25	0.3660404544
26	0.364604589
27	0.3635731128
28	0.3622879231
29	0.3611630412
30	0.3602979381
31	0.3594381287
32	0.3585098694
33	0.357922245
34	0.3572928115
35	0.3565870898
36	0.3560861519
37	0.355377122
38	0.3546845959
39	0.3542179913
40	0.3537819784
41	0.3532234308
42	0.3527745216
43	0.3522619785
44	0.3517221823
45	0.3511300612
46	0.3506244988
47	0.3501669878
48	0.3497130252
49	0.3492235944
50	0.3488167988
51	0.3483590858
52	0.3479357136
53	0.3476033746
54	0.34733566
55	0.3468273445
56	0.346525622
57	0.3460978269
58	0.3456248421
59	0.3452731288
60	0.3449718744
61	0.3445157761
62	0.3441752376
63	0.3438165698
64	0.343472539
65	0.3431621322
66	0.3428989368
67	0.3425697988
68	0.3422911902
69	0.3419345425
70	0.3415905479
71	0.3412396042
72	0.340858644
73	0.3404644248
74	0.3400046339
75	0.3396981999
76	0.3393133512
77	0.3388617522
78	0.3385471957
79	0.3382230916
80	0.3378493404
81	0.3375269537
82	0.3372759283
83	0.3369245867
84	0.3366475962
85	0.3363200539
86	0.3359951511
87	0.335736268
88	0.3354461626
89	0.3350712923
90	0.3348731965
91	0.3343933532
92	0.3340796544
93	0.3338014721
94	0.3334091451
95	0.3331964434
96	0.3327500327
97	0.3325243009
98	0.332330714
99	0.3320331902
100	0.3318244727
101	0.3315232771
102	0.3312930785
103	0.3310309071
104	0.3307590339
105	0.3305210414
106	0.3302717926
107	0.3300501708
108	0.3298052061
109	0.3295348977
110	0.3293537311
111	0.329053184
112	0.3288235377
113	0.3285742597
114	0.3283394033
115	0.3281281689
116	0.3279565367
117	0.3276814913
118	0.3275331523
119	0.3272771334
120	0.3270535987
121	0.3267838919
122	0.3265201701
123	0.3262238
124	0.3260347522
125	0.32575723
126	0.3255621467
127	0.325264669
128	0.3250556519
129	0.3248639278
130	0.3245482267
131	0.3243580225
132	0.3241355308
133	0.3238582821
134	0.3236003262
135	0.3234265745
136	0.323132045
137	0.3229388657
138	0.3225953559
139	0.3222792491
140	0.3219780659
141	0.3217907095
142	0.3215810998
143	0.3213269899
144	0.3211593329
145	0.3208886908
146	0.320610293
147	0.3204330713
148	0.3202748416
149	0.3200148208
150	0.3198173628
151	0.3195252152
152	0.3192614082
153	0.3190114348
154	0.3187796851
155	0.3185464383
156	0.3183513903
157	0.3181055616
158	0.3178289432
159	0.3176521871
160	0.3174144609
161	0.3171957778
162	0.3169522308
163	0.3166110073
164	0.3163237838
165	0.3160662962
166	0.3157481817
167	0.3155362267
168	0.3153766165
169	0.3151313317
170	0.3149102493
171	0.314690958
172	0.31444379
173	0.3142122856
174	0.313957976
175	0.3137140995
176	0.3133850814
177	0.313123266
178	0.3128514715
179	0.3125359145
180	0.3122422705
181	0.3119469265
182	0.3117784444
183	0.3115701007
184	0.3112986222
185	0.3110757067
186	0.3108210623
187	0.3105618865
188	0.3103697466
189	0.3101305454
190	0.3098559322
191	0.309656039
192	0.3094091971
193	0.3091800314
